¶ÏÃæ,date_beijing,¾­¶È,Î³¶È,point_id,is_train,date_gmt,time_gmt,time_beijing,station_B1,station_B2,station_B3,station_B4,station_B5,station_B6,station_B7,station_B8,station_B8A,station_B9,station_B11,station_B12,veg_B1,veg_B2,veg_B3,veg_B4,veg_B5,veg_B6,veg_B7,veg_B8,veg_B8A,veg_B9,veg_B11,veg_B12,anomaly_B1,anomaly_B2,anomaly_B3,anomaly_B4,anomaly_B5,anomaly_B6,anomaly_B7,anomaly_B8,anomaly_B8A,anomaly_B9,anomaly_B11,anomaly_B12,veg_corrected_B1,veg_corrected_B2,veg_corrected_B3,veg_corrected_B4,veg_corrected_B5,veg_corrected_B6,veg_corrected_B7,veg_corrected_B8,veg_corrected_B8A,veg_corrected_B9,veg_corrected_B11,veg_corrected_B12,Ë®ÎÂ_avg,pH_avg,ÈÜ½âÑõ_avg,¸ßÃÌËáÑÎÖ¸Êý_avg,°±µª_avg,×ÜÁ×_avg,×Üµª_avg,µçµ¼ÂÊ_avg,×Ç¶È_avg
ÐÂÊ®Û×¸Û´óÇÅ,2024-10-29,120.24733,31.954379,point_23,1,2024-10-29,02:48,10:48,0.0553,0.0634,0.0996,0.0965,0.099,0.0539,0.0634,0.0459,0.0421,0.1149,0.0352,0.026,0.0419820445838321,0.0347148282900314,0.0629446169406919,0.0578576821064351,0.1091707800169545,0.2049819292494537,0.2334232229591821,0.2496708251319798,0.2512584537916629,0.2399111452303601,0.1548069844607844,0.099597674393221,-0.007077014925373132,-0.013464179104477614,-0.005253432835820901,0.0014826865671641876,0.01164686567164179,0.006273731343283587,0.015240597014925375,-0.0006961194029850709,0.006435029940119755,-0.014946567164179109,0.0039814925373134365,0.002667761194029849,0.013317955416167905,0.0286851717099686,0.0366553830593081,0.038642317893564905,-0.010170780016954498,-0.15108192924945368,-0.1700232229591821,-0.2037708251319798,-0.2091584537916629,-0.1250111452303601,-0.11960698446078438,-0.073597674393221,20.736666666666668,7.8999999999999995,6.388333333333333,3.0050000000000003,0.18823333333333334,0.16019999999999998,1.9260000000000002,444.06666666666666,129.43
ÐÂÊ®Û×¸Û´óÇÅ,2024-11-03,120.24733,31.954379,point_23,1,2024-11-03,02:48,10:48,0.0684,0.1074,0.1344,0.117,0.118,0.0696,0.0752,0.0665,0.0614,0.1331,0.0276,0.0233,0.0664183562516435,0.0721278741708854,0.0944853612920668,0.0872246469666724,0.1378221797146106,0.2209501972098053,0.2506159430702507,0.2574803901235852,0.2634076713688399,0.2507994055929809,0.1633920486487888,0.1073416536736576,0.006022985074626869,0.030535820895522384,0.029546567164179097,0.021982686567164192,0.03064686567164178,0.02197373134328358,0.02704059701492538,0.01990388059701493,0.02573502994011976,0.0032534328358208853,-0.003618507462686566,-3.2238805970148665e-05,0.001981643748356507,0.0352721258291146,0.03991463870793319,0.02977535303332761,-0.019822179714610616,-0.1513501972098053,-0.1754159430702507,-0.1909803901235852,-0.2020076713688399,-0.11769940559298092,-0.1357920486487888,-0.0840416536736576,20.93,8.033333333333333,7.956666666666667,2.332333333333333,0.09146666666666665,0.11980000000000002,1.9876666666666667,413.1666666666667,75.87333333333333
ÐÂÊ®Û×¸Û´óÇÅ,2024-11-03,120.24733,31.954379,point_23,1,2024-11-03,02:48,10:48,0.0792,0.1098,0.136,0.1178,0.1163,0.0694,0.076,0.0696,0.059,0.1327,0.0283,0.0202,0.0729128530523588,0.0779983598505383,0.0981140722495299,0.0902959236391816,0.1393563064619997,0.219665558680458,0.2478083921223348,0.2554641557487095,0.2608316674731583,0.2477360134326353,0.1633504124022659,0.1083519397641649,0.016822985074626873,0.03293582089552238,0.031146567164179115,0.022782686567164187,0.028946865671641786,0.021773731343283587,0.027840597014925375,0.02300388059701492,0.023335029940119753,0.0028534328358209016,-0.002918507462686567,-0.0031322388059701507,0.006287146947641209,0.0318016401494617,0.037885927750470116,0.027504076360818405,-0.0230563064619997,-0.150265558680458,-0.17180839212233479,-0.18586415574870951,-0.20183166747315828,-0.11503601343263528,-0.1350504124022659,-0.08815193976416491,20.93,8.033333333333333,7.956666666666667,2.332333333333333,0.09146666666666665,0.11980000000000002,1.9876666666666667,413.1666666666667,75.87333333333333
ÐÂÊ®Û×¸Û´óÇÅ,2024-11-23,120.24733,31.954379,point_23,1,2024-11-23,02:48,10:48,0.055,0.0864,0.1096,0.1212,0.1014,0.0793,0.0547,0.0682,0.0475,0.1029,0.026,0.0157,0.0544345089383261,0.0556262513101026,0.0736045923034475,0.0753236899898894,0.1132128843739468,0.1809045882296299,0.2025288381842626,0.2159376617027815,0.2145995770636667,0.2063044219438038,0.1656486439742686,0.1232613313235833,-0.0073770149253731335,0.009535820895522393,0.004746567164179108,0.026182686567164187,0.01404686567164179,0.03167373134328358,0.006540597014925376,0.021603880597014923,0.011835029940119757,-0.026946567164179105,-0.005218507462686567,-0.007632238805970151,0.0005654910616739034,0.030773748689897407,0.0359954076965525,0.045876310010110596,-0.0118128843739468,-0.10160458822962991,-0.1478288381842626,-0.14773766170278152,-0.16709957706366668,-0.1034044219438038,-0.1396486439742686,-0.10756133132358331,16.256666666666664,7.916666666666667,5.838333333333334,3.1839999999999997,0.16083333333333333,0.1752,2.3770000000000002,408.5333333333333,291.20666666666665
ÐÂÊ®Û×¸Û´óÇÅ,2024-11-23,120.24733,31.954379,point_23,1,2024-11-23,02:48,10:48,0.0592,0.0861,0.1112,0.1212,0.117,0.0697,0.0718,0.0674,0.0351,0.1003,0.013,0.0067,0.0547624242777046,0.0568248729320763,0.0746123786169333,0.0762925036292127,0.1141028306039956,0.1815269896999489,0.2035183774599515,0.2168812685326338,0.215091375025923,0.2058986643769576,0.1665828049903041,0.124602547543596,-0.003177014925373131,0.009235820895522384,0.006346567164179098,0.026182686567164187,0.029646865671641792,0.02207373134328358,0.02364059701492538,0.020803880597014927,-0.0005649700598802446,-0.02954656716417911,-0.018218507462686565,-0.01663223880597015,0.004437575722295403,0.0292751270679237,0.03658762138306669,0.04490749637078731,0.002897169396004401,-0.1118269896999489,-0.1317183774599515,-0.14948126853263377,-0.179991375025923,-0.10559866437695761,-0.15358280499030408,-0.117902547543596,16.256666666666664,7.916666666666667,5.838333333333334,3.1839999999999997,0.16083333333333333,0.1752,2.3770000000000002,408.5333333333333,291.20666666666665
ÐÂÊ®Û×¸Û´óÇÅ,2024-11-28,120.24733,31.954379,point_23,1,2024-11-28,02:48,10:48,0.0505,0.0731,0.1015,0.1048,0.1089,0.0934,0.0865,0.0701,0.0916,0.1305,0.0974,0.0733,0.0564369454515826,0.0569249321339026,0.0823823351863032,0.0891346830014405,0.121823941455538,0.182090809097205,0.2006896799090428,0.2170917016336006,0.2121301158815925,0.2034608332067977,0.1701116081580049,0.1282692219378779,-0.01187701492537313,-0.0037641791044776135,-0.003353432835820888,0.00978268656716419,0.021546865671641782,0.04577373134328358,0.03834059701492537,0.02350388059701492,0.05593502994011976,0.0006534328358208941,0.06618149253731344,0.049967761194029854,-0.005936945451582597,0.016175067866097396,0.01911766481369681,0.015665316998559498,-0.012923941455538004,-0.08869080909720499,-0.1141896799090428,-0.1469917016336006,-0.1205301158815925,-0.07296083320679769,-0.07271160815800491,-0.0549692219378779,14.990000000000002,8.02,6.8165,2.5765000000000002,0.1849,0.12965000000000002,2.3834999999999997,401.65,149.035
ÐÂÊ®Û×¸Û´óÇÅ,2024-11-28,120.24733,31.954379,point_23,1,2024-11-28,02:48,10:48,0.0544,0.0738,0.102,0.1038,0.1003,0.0785,0.0686,0.0685,0.0697,0.123,0.0734,0.0517,0.0566452743830338,0.0580203232273251,0.0830745802301595,0.0898243810327701,0.1225419016710751,0.1821057605338129,0.2002330765900319,0.217099598694575,0.2127185528264202,0.2029616376754121,0.1707171087817855,0.1290459514722414,-0.007977014925373137,-0.0030641791044776073,-0.0028534328358209016,0.008782686567164188,0.012946865671641786,0.030873731343283584,0.02044059701492537,0.02190388059701493,0.034035029940119754,-0.006846567164179113,0.042181492537313445,0.028367761194029853,-0.0022452743830338046,0.015779676772674903,0.018925419769840496,0.013975618967229902,-0.022241901671075107,-0.10360576053381289,-0.1316330765900319,-0.148599598694575,-0.14301855282642018,-0.07996163767541209,-0.0973171087817855,-0.07734595147224141,14.990000000000002,8.02,6.8165,2.5765000000000002,0.1849,0.12965000000000002,2.3834999999999997,401.65,149.035
ÐÂÊ®Û×¸Û´óÇÅ,2024-12-08,120.24733,31.954379,point_23,1,2024-12-08,02:48,10:48,0.064,0.0748,0.1052,0.1034,0.0992,0.049,0.0385,0.0558,0.0239,0.1251,0.034,0.0246,0.0605839069391926,0.0546759267009114,0.0760280189765829,0.081542748419544,0.1158806949192087,0.1769778650973827,0.1945868693452635,0.2136281537829097,0.2076875096753168,0.1951236566586549,0.1610221304584524,0.1202340437824286,0.0016229850746268676,-0.0020641791044776064,0.0003465671641791068,0.008382686567164191,0.011846865671641782,0.0013737313432835851,-0.009659402985074624,0.009203880597014928,-0.011764970059880243,-0.004746567164179122,0.002781492537313437,0.0012677611940298504,0.0034160930608074028,0.020124073299088607,0.0291719810234171,0.02185725158045601,-0.016680694919208705,-0.12797786509738268,-0.1560868693452635,-0.1578281537829097,-0.1837875096753168,-0.0700236566586549,-0.1270221304584524,-0.09563404378242861,13.395,8.155000000000001,7.777,2.605,0.13219999999999998,0.11765,1.845,410.75,122.445
ÐÂÊ®Û×¸Û´óÇÅ,2024-12-08,120.24733,31.954379,point_23,1,2024-12-08,02:48,10:48,0.0624,0.0738,0.1046,0.1034,0.0962,0.0531,0.0522,0.0532,0.0366,0.1104,0.0186,0.0202,0.0588628510512893,0.0536083284519361,0.0754600153536617,0.0813413148119176,0.1157665111896178,0.1778337307578965,0.1960575605869319,0.2152942725747943,0.2088486518247937,0.1949443553463131,0.1619634873914422,0.120956592433046,2.298507462686339e-05,-0.0030641791044776073,-0.0002534328358208965,0.008382686567164191,0.00884686567164178,0.005473731343283585,0.00404059701492538,0.006603880597014923,0.0009350299401197568,-0.019446567164179113,-0.012618507462686567,-0.0031322388059701507,0.003537148948710697,0.0201916715480639,0.029139984646338296,0.022058685188082405,-0.019566511189617802,-0.12473373075789648,-0.14385756058693192,-0.1620942725747943,-0.1722486518247937,-0.0845443553463131,-0.1433634873914422,-0.10075659243304601,13.395,8.155000000000001,7.777,2.605,0.13219999999999998,0.11765,1.845,410.75,122.445
ÐÂÊ®Û×¸Û´óÇÅ,2025-01-12,120.24733,31.954379,point_23,1,2025-01-12,02:48,10:48,0.0377,0.0693,0.0988,0.1053,0.1098,0.0722,0.0695,0.0568,0.0626,0.1366,0.0665,0.0472,0.0394893073399082,0.0539367321316805,0.0797282937740958,0.0961065988437765,0.128648061048008,0.1822692219378779,0.2010226885714603,0.2214183899532248,0.2130614716851163,0.2031152101534352,0.1786237662813823,0.1412974483088101,-0.024677014925373136,-0.007564179104477611,-0.006053432835820896,0.01028268656716419,0.02244686567164178,0.024573731343283584,0.021340597014925383,0.010203880597014929,0.02693502994011976,0.006753432835820888,0.03528149253731344,0.02386776119402985,-0.0017893073399082027,0.0153632678683195,0.019071706225904206,0.00919340115622351,-0.018848061048008,-0.1100692219378779,-0.1315226885714603,-0.1646183899532248,-0.1504614716851163,-0.0665152101534352,-0.11212376628138229,-0.09409744830881012,9.46,7.9350000000000005,8.02,2.7794999999999996,0.1638,0.12425,2.1719999999999997,475.1,108.095
ÐÂÊ®Û×¸Û´óÇÅ,2025-01-12,120.24733,31.954379,point_23,1,2025-01-12,02:48,10:48,0.0267,0.0654,0.0954,0.1039,0.0986,0.0631,0.0573,0.051,0.0526,0.1175,0.0548,0.0449,0.0317909358820897,0.0487604308484899,0.0759201551374735,0.0938725485987055,0.1270535657242237,0.1829058442149077,0.2021870952836609,0.2232194667695097,0.2150805867136254,0.2038858302438034,0.1800365868300509,0.1425563322939899,-0.03567701492537313,-0.011464179104477612,-0.009453432835820896,0.008882686567164191,0.011246865671641779,0.015473731343283587,0.009140597014925374,0.0044038805970149225,0.016935029940119757,-0.012346567164179117,0.023581492537313436,0.021567761194029852,-0.005090935882089698,0.016639569151510103,0.019479844862526505,0.010027451401294504,-0.028453565724223695,-0.11980584421490768,-0.14488709528366092,-0.17221946676950972,-0.1624805867136254,-0.08638583024380342,-0.1252365868300509,-0.0976563322939899,9.46,7.9350000000000005,8.02,2.7794999999999996,0.1638,0.12425,2.1719999999999997,475.1,108.095
ÐÂÊ®Û×¸Û´óÇÅ,2025-01-22,120.24733,31.954379,point_23,1,2025-01-22,02:48,10:48,0.0395,0.067,0.1104,0.1208,0.1133,0.0612,0.0647,0.0559,0.0243,0.1405,0.0315,0.0208,0.0350028687082666,0.0490442586948228,0.0763720343533925,0.0945750534225624,0.1300116848198444,0.1856440135250741,0.2048781191554603,0.2233919697648667,0.2176225782080386,0.2111145901924693,0.1813132339815641,0.1418706118503651,-0.022877014925373133,-0.009864179104477608,0.005546567164179103,0.02578268656716419,0.025946865671641783,0.01357373134328358,0.01654059701492537,0.009303880597014924,-0.011364970059880245,0.010653432835820903,0.00028149253731343457,-0.002532238805970151,0.004497131291733403,0.017955741305177207,0.0340279656466075,0.02622494657743761,-0.016711684819844405,-0.12444401352507409,-0.1401781191554603,-0.1674919697648667,-0.1933225782080386,-0.0706145901924693,-0.1498132339815641,-0.12107061185036509,10.48,8.025,9.0055,3.987,,0.1649,2.6185,451.79999999999995,189.45
ÐÂÊ®Û×¸Û´óÇÅ,2025-01-22,120.24733,31.954379,point_23,1,2025-01-22,02:48,10:48,0.0513,0.0775,0.1156,0.123,0.1089,0.0697,0.0652,0.0633,0.0501,0.1129,0.0272,0.0265,0.050576244756288,0.0624672213874325,0.0851224323547496,0.1002483469345433,0.1330360047006948,0.1846824968255759,0.2029632541758682,0.2210711020072549,0.2151329485215733,0.2058738987749816,0.179679131390234,0.1418040741778334,-0.011077014925373135,0.0006358208955223876,0.0107465671641791,0.027982686567164183,0.021546865671641782,0.02207373134328358,0.01704059701492537,0.01670388059701492,0.014435029940119755,-0.01694656716417911,-0.004018507462686567,0.0031677611940298493,0.0007237552437120015,0.0150327786125675,0.030477567645250392,0.022751653065456692,-0.024136004700694796,-0.11498249682557589,-0.1377632541758682,-0.15777110200725492,-0.1650329485215733,-0.0929738987749816,-0.152479131390234,-0.1153040741778334,10.48,8.025,9.0055,3.987,,0.1649,2.6185,451.79999999999995,189.45
ÐÂÊ®Û×¸Û´óÇÅ,2025-01-27,120.24733,31.954379,point_23,1,2025-01-27,02:49,10:49,0.0561,0.0616,0.0876,0.083,0.0793,0.0518,0.0544,0.0431,0.0487,0.1402,0.0469,0.0346,0.0564644366836162,0.0560850750137954,0.0804670724435869,0.0916088694415536,0.125312305151157,0.1783647688849221,0.1925812230341052,0.2184930071069599,0.2068868804556749,0.1939247632556474,0.1699332745716009,0.1278727720847205,-0.006277014925373137,-0.01526417910447761,-0.017253432835820898,-0.01201731343283581,-0.008053134328358219,0.004173731343283582,0.006240597014925374,-0.003496119402985075,0.013035029940119756,0.01035343283582088,0.01568149253731343,0.011267761194029849,-0.0003644366836162011,0.0055149249862046015,0.007132927556413093,-0.00860886944155359,-0.04601230515115699,-0.12656476888492207,-0.13818122303410518,-0.1753930071069599,-0.15818688045567492,-0.0537247632556474,-0.1230332745716009,-0.09327277208472051,9.76,8.075,8.225,3.1895,0.0754,0.08879999999999999,2.559,466.1,45.885
ÐÂÊ®Û×¸Û´óÇÅ,2025-01-27,120.24733,31.954379,point_23,1,2025-01-27,02:49,10:49,0.0555,0.0616,0.0862,0.0818,0.0795,0.0468,0.0471,0.04,0.0454,0.1268,0.0434,0.0327,0.0561975161268023,0.0562579866328546,0.0803585411110665,0.0913614634004358,0.1251077998057144,0.1782399333461888,0.1922878687880432,0.2182126038282281,0.2063568285592661,0.1925439398514843,0.1701130153209169,0.1276699770422736,-0.006877014925373133,-0.01526417910447761,-0.018653432835820896,-0.013217313432835817,-0.007853134328358213,-0.0008262686567164154,-0.00105940298507462,-0.006596119402985073,0.009735029940119759,-0.0030465671641791148,0.012181492537313435,0.00936776119402985,-0.0006975161268023,0.005342013367145404,0.005841458888933504,-0.009561463400435802,-0.0456077998057144,-0.13143993334618878,-0.14518786878804318,-0.1782126038282281,-0.1609568285592661,-0.0657439398514843,-0.12671301532091692,-0.09496997704227358,9.76,8.075,8.225,3.1895,0.0754,0.08879999999999999,2.559,466.1,45.885
ÐÂÊ®Û×¸Û´óÇÅ,2025-02-16,120.24733,31.954379,point_23,1,2025-02-16,02:49,10:49,0.0494,0.0624,0.1036,0.0918,0.0717,0.0333,0.021,0.0312,0.0231,0.1332,0.0269,0.0142,0.0463863286920646,0.0487784197370958,0.0808398947801188,0.0944275747399519,0.1406308393941493,0.2085007916959246,0.2252013778274207,0.250310524898764,0.2416437703063093,0.2297226470149502,0.1906285567194098,0.1375401858447971,-0.012977014925373134,-0.014464179104477615,-0.0012534328358208974,-0.0032173134328358083,-0.015653134328358215,-0.014326268656716414,-0.02715940298507462,-0.015396119402985076,-0.012564970059880245,0.003353432835820902,-0.004318507462686565,-0.009132238805970149,0.003013671307935402,0.0136215802629042,0.0227601052198812,-0.002627574739951899,-0.0689308393941493,-0.1752007916959246,-0.2042013778274207,-0.21911052489876398,-0.21854377030630928,-0.0965226470149502,-0.16372855671940978,-0.1233401858447971,10.585,8.2,8.991,1.9985,0.0838,0.08245,2.0165,384.85,60.015
ÐÂÊ®Û×¸Û´óÇÅ,2025-03-08,120.24733,31.954379,point_23,1,2025-03-08,02:49,10:49,0.0685,0.0814,0.1186,0.0988,0.0632,0.0163,0.0095,0.0299,0.0253,0.1635,0.0212,0.0158,0.0392435617016706,0.0404868134228586,0.0776020502412811,0.0825490161730557,0.1396271360692107,0.2352776558512978,0.2579768625679125,0.2829656110541187,0.2721939203827905,0.2612838821259398,0.1875638426469441,0.126648243999452,0.006122985074626872,0.004535820895522388,0.013746567164179102,0.003782686567164184,-0.02415313432835821,-0.03132626865671642,-0.03865940298507462,-0.016696119402985075,-0.010364970059880244,0.033653432835820896,-0.010018507462686566,-0.007532238805970148,0.029256438298329406,0.0409131865771414,0.0409979497587189,0.0162509838269443,-0.0764271360692107,-0.2189776558512978,-0.24847686256791252,-0.25306561105411873,-0.2468939203827905,-0.09778388212593978,-0.1663638426469441,-0.11084824399945198,10.896666666666667,8.063333333333333,7.755333333333334,2.3986666666666667,0.26813333333333333,0.10303333333333335,2.1003333333333334,402.5,98.73
ÐÂÊ®Û×¸Û´óÇÅ,2025-03-08,120.24733,31.954379,point_23,1,2025-03-08,02:49,10:49,0.0832,0.0946,0.125,0.1048,0.09,0.0426,0.0457,0.0457,0.0383,0.1534,0.0234,0.029,0.061233059126151,0.0608677434846991,0.0900302878265836,0.0918851335077295,0.1426134493711185,0.2293783895391354,0.2504753581005117,0.2740591392489804,0.264545103382536,0.2530398285629048,0.1855004063990571,0.1265498455538049,0.020822985074626862,0.01773582089552239,0.020146567164179105,0.00978268656716419,0.002646865671641782,-0.005026268656716418,-0.0024594029850746255,-0.0008961194029850766,0.002635029940119757,0.023553432835820898,-0.007818507462686565,0.0056677611940298515,0.021966940873848997,0.0337322565153009,0.034969712173416406,0.0129148664922705,-0.052613449371118504,-0.1867783895391354,-0.2047753581005117,-0.2283591392489804,-0.226245103382536,-0.09963982856290479,-0.1621004063990571,-0.09754984555380491,10.896666666666667,8.063333333333333,7.755333333333334,2.3986666666666667,0.26813333333333333,0.10303333333333335,2.1003333333333334,402.5,98.73
ÐÂÊ®Û×¸Û´óÇÅ,2025-03-18,120.24733,31.954379,point_23,1,2025-03-18,02:49,10:49,0.0613,0.0741,0.1032,0.099,0.0886,0.0488,0.0447,0.0444,0.0212,0.1412,0.0164,0.0095,0.0590808652788525,0.0533679712758825,0.079987150809023,0.0781998566756906,0.1254982397404608,0.2145702896484296,0.2375060596184683,0.2602480714177257,0.2503648644344615,0.2400536677320319,0.171401086598251,0.1204001592492325,-0.0010770149253731334,-0.0027641791044776126,-0.001653432835820895,0.00398268656716419,0.0012468656716417836,0.0011737313432835864,-0.0034594029850746263,-0.0021961194029850722,-0.014464970059880244,0.011353432835820881,-0.014818507462686564,-0.01383223880597015,0.0022191347211475004,0.0207320287241175,0.023212849190977006,0.020800143324309406,-0.03689823974046079,-0.1657702896484296,-0.1928060596184683,-0.21584807141772572,-0.2291648644344615,-0.09885366773203191,-0.15500108659825101,-0.11090015924923251,12.715,8.190000000000001,8.2795,2.1665,0.26739999999999997,0.0995,2.242,403.3,75.155
ÐÂÊ®Û×¸Û´óÇÅ,2025-03-18,120.24733,31.954379,point_23,1,2025-03-18,02:49,10:49,0.0681,0.0758,0.1036,0.0985,0.0901,0.0408,0.0346,0.0452,0.0317,0.1317,0.0276,0.0158,0.0615072889872041,0.0562363590719402,0.0814359308430325,0.0795028688062345,0.1260889631912333,0.2138388353046908,0.2358735611399552,0.2592063805015774,0.249244094115764,0.2374287029794109,0.1718223610439037,0.1210353345242729,0.00572298507462686,-0.0010641791044776056,-0.0012534328358208974,0.0034826865671641893,0.002746865671641785,-0.006826268656716414,-0.013559402985074624,-0.001396119402985077,-0.003964970059880245,0.0018534328358209007,-0.003618507462686566,-0.007532238805970148,0.0065927110127958904,0.019563640928059803,0.022164069156967503,0.018997131193765504,-0.035988963191233306,-0.1730388353046908,-0.2012735611399552,-0.21400638050157741,-0.217544094115764,-0.1057287029794109,-0.14422236104390368,-0.10523533452427289,12.715,8.190000000000001,8.2795,2.1665,0.26739999999999997,0.0995,2.242,403.3,75.155
ÐÂÊ®Û×¸Û´óÇÅ,2025-03-20,120.24733,31.954379,point_23,1,2025-03-20,02:49,10:49,0.0719,0.0762,0.1028,0.0894,0.0754,0.0304,0.0301,0.0293,0.0242,0.144,0.0325,0.0236,0.0645736842495102,0.0568665295148082,0.0836417814433905,0.082707042519545,0.1274717802953148,0.2224672072499138,0.2516091075747083,0.2695205235225927,0.2642087194509976,0.2529439216790048,0.17924324764737,0.127081428947066,0.009522985074626872,-0.000664179104477608,-0.0020534328358208925,-0.0056173134328358215,-0.01195313432835822,-0.017226268656716417,-0.018059402985074625,-0.017296119402985075,-0.011464970059880245,0.014153432835820878,0.0012814925373134355,0.0002677611940298495,0.007326315750489809,0.019333470485191802,0.0191582185566095,0.006692957480454995,-0.05207178029531481,-0.1920672072499138,-0.2215091075747083,-0.2402205235225927,-0.2400087194509976,-0.10894392167900482,-0.14674324764737,-0.10348142894706601,12.595,8.205,8.4875,1.3445,0.18035,0.1008,2.143,396.35,60.455
ÐÂÊ®Û×¸Û´óÇÅ,2025-03-20,120.24733,31.954379,point_23,1,2025-03-20,02:49,10:49,0.0697,0.0742,0.1026,0.0874,0.0651,0.0274,0.0213,0.0243,0.0092,0.1233,0.0208,0.0155,0.0624797444452126,0.0550063852313782,0.0824879310031182,0.0821731114450269,0.1280170298304912,0.2250275940229868,0.254709529821396,0.2731392322441449,0.2671363314207961,0.2543190490916969,0.1812176839983559,0.1285880263268004,0.007322985074626864,-0.0026641791044776097,-0.0022534328358208983,-0.007617313432835809,-0.02225313432835821,-0.020226268656716416,-0.026859402985074624,-0.022296119402985076,-0.026464970059880244,-0.006546567164179104,-0.010418507462686567,-0.00783223880597015,0.007220255554787398,0.019193614768621803,0.020112068996881796,0.005226888554973108,-0.0629170298304912,-0.1976275940229868,-0.233409529821396,-0.2488392322441449,-0.25793633142079614,-0.13101904909169687,-0.16041768399835588,-0.11308802632680039,12.595,8.205,8.4875,1.3445,0.18035,0.1008,2.143,396.35,60.455
ÐÂÊ®Û×¸Û´óÇÅ,2025-03-23,120.24733,31.954379,point_23,1,2025-03-23,02:48,10:48,0.0618,0.0796,0.1078,0.1008,0.0877,0.0345,0.0335,0.0371,0.0126,0.1348,0.0295,0.0186,0.0524896937635754,0.0577100169909007,0.0870501580845033,0.086131656194402,0.1299649136083652,0.2340761810858895,0.2722360017900477,0.2903905134744757,0.2822470047625459,0.2692771063077352,0.1880613695320771,0.1376026232204125,-0.000577014925373133,0.0027358208955223923,0.002946567164179112,0.005782686567164186,0.0003468656716417856,-0.013126268656716414,-0.014659402985074621,-0.009496119402985073,-0.023064970059880244,0.004953432835820892,-0.0017185074626865672,-0.0047322388059701515,0.0093103062364246,0.021889983009099306,0.02074984191549671,0.014668343805598005,-0.04226491360836521,-0.1995761810858895,-0.2387360017900477,-0.2532905134744757,-0.2696470047625459,-0.1344771063077352,-0.1585613695320771,-0.1190026232204125,15.593333333333334,8.083333333333332,7.623,2.51,0.5287,0.10259999999999998,2.912333333333333,476.2,81.48666666666666
ÐÂÊ®Û×¸Û´óÇÅ,2025-05-02,120.24733,31.954379,point_23,1,2025-05-02,02:48,10:48,0.0519,0.0686,0.103,0.0866,0.0688,0.0272,0.0333,0.0279,0.0184,0.1094,0.0414,0.0234,0.0498737627630853,0.0541038412396256,0.0893730961383912,0.0858952532618315,0.1436992037538376,0.2677023428154519,0.3195764933319009,0.3284817859616245,0.3310580352348184,0.3121423828870043,0.1972821459389593,0.141770065218116,-0.010477014925373132,-0.008264179104477617,-0.0018534328358209007,-0.008417313432835818,-0.018553134328358215,-0.020426268656716418,-0.01485940298507462,-0.018696119402985073,-0.017264970059880244,-0.020446567164179114,0.010181492537313434,6.776119402985073e-05,0.0020262372369147033,0.014496158760374397,0.013626903861608794,0.0007047467381684908,-0.0748992037538376,-0.2405023428154519,-0.2862764933319009,-0.3005817859616245,-0.3126580352348184,-0.2027423828870043,-0.1558821459389593,-0.118370065218116,21.049999999999997,8.225000000000001,7.599,1.787,0.05545,0.07535,2.0775,448.2,53.65
ÐÂÊ®Û×¸Û´óÇÅ,2025-05-02,120.24733,31.954379,point_23,1,2025-05-02,02:48,10:48,0.0484,0.063,0.0994,0.082,0.0537,0.0097,0.0055,0.0163,0.0,0.0977,0.0339,0.0197,0.0424029830491208,0.0475485757841464,0.085589778172332,0.0831733737670683,0.1443312952742012,0.2740513478113758,0.326861121035608,0.3374612199975987,0.3394618912655129,0.316762098649095,0.2002401691085781,0.1437659374283709,-0.013977014925373135,-0.013864179104477611,-0.005453432835820893,-0.013017313432835811,-0.03365313432835822,-0.037926268656716416,-0.042659402985074625,-0.030296119402985076,-0.035664970059880244,-0.032146567164179116,0.002681492537313434,-0.003632238805970151,0.005997016950879196,0.015451424215853597,0.013810221827668001,-0.001173373767068303,-0.09063129527420119,-0.2643513478113758,-0.321361121035608,-0.3211612199975987,-0.3394618912655129,-0.21906209864909498,-0.16634016910857807,-0.12406593742837091,21.049999999999997,8.225000000000001,7.599,1.787,0.05545,0.07535,2.0775,448.2,53.65
ÐÂÊ®Û×¸Û´óÇÅ,2025-05-07,120.24733,31.954379,point_23,1,2025-05-07,02:49,10:49,0.04,0.0608,0.1079,0.1089,0.1022,0.0628,0.074,0.076,0.0438,0.1405,0.0651,0.048,0.0462255765377735,0.0491832199454107,0.0994085816818941,0.0995380727880094,0.1693907653962528,0.2896971783258089,0.3242319135461841,0.3382121259031835,0.3381490346904087,0.3202876267049854,0.2065452015984176,0.1440260379902003,-0.022377014925373133,-0.016064179104477612,0.003046567164179101,0.013882686567164182,0.014846865671641785,0.015173731343283578,0.025840597014925373,0.029403880597014924,0.008135029940119755,0.010653432835820903,0.03388149253731344,0.02466776119402985,-0.006225576537773496,0.011616780054589299,0.00849141831810589,0.009361927211990598,-0.06719076539625281,-0.22689717832580888,-0.25023191354618407,-0.2622121259031835,-0.2943490346904087,-0.17978762670498538,-0.1414452015984176,-0.0960260379902003,22.4,8.115,6.5169999999999995,2.2039999999999997,0.16155,0.098,2.4465,506.20000000000005,87.05
